,Synthesizable,Material ID,Formula,Crystal System,Space Group Symbol,Space Group Number,Sites,Energy Above Hull,Formation Energy,Predicted Stable,Volume,Density,Band Gap,Is Gap Direct,Is Metal,Magnetic Ordering,Total Magnetization,"Bulk Modulus, Voigt","Bulk Modulus, Reuss","Bulk Modulus, VRH","Shear Modulus, Voigt","Shear Modulus, Reuss","Shear Modulus, VRH",Elastic Anisotropy,Weighted Surface Energy,Surface Anisotropy,Shape Factor,Work Function,Piezoelectric Modulus,Total Dielectric Constant,Ionic Dielectric Constant,Static Dielectric Constant,Structure
0,False,mp-22909,ZnCl2,Tetragonal,I-42d,122,6,0.0,-1.291011926666667,True,154.69685573005597,2.926450984350554,4.0533,True,False,NM,0.0,,,,,,,2.212,,,,,0.11219388999617101,5.197183979779338,2.330900149779732,2.866283829999606,"# generated using pymatgen
data_ZnCl2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.59512277
_cell_length_b   5.59512293
_cell_length_c   6.33020594
_cell_angle_alpha   116.22762988
_cell_angle_beta   116.22762914
_cell_angle_gamma   89.99998884
_symmetry_Int_Tables_number   1
_chemical_formula_structural   ZnCl2
_chemical_formula_sum   'Zn2 Cl4'
_cell_volume   154.69685573
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Zn  Zn0  1  -0.00000000  -0.00000000  -0.00000000  1
  Zn  Zn1  1  0.25000000  0.75000000  0.50000000  1
  Cl  Cl2  1  0.35762747  0.37500000  0.25000000  1
  Cl  Cl3  1  0.12500000  0.64237253  0.75000000  1
  Cl  Cl4  1  0.62500000  0.10762747  0.75000000  1
  Cl  Cl5  1  0.89237253  0.87500000  0.25000000  1
"
1,False,mp-1652,ZnPd,Tetragonal,P4/mmm,123,4,0.0,-0.576280689999999,True,55.98591203161702,10.192877347918426,0.0,False,True,NM,0.0,,,,,,,0.863,,,,,,,,,"# generated using pymatgen
data_ZnPd
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.34912441
_cell_length_b   4.08859166
_cell_length_c   4.08859166
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   ZnPd
_chemical_formula_sum   'Zn2 Pd2'
_cell_volume   55.98591203
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Zn  Zn0  1  0.50000000  0.50000000  0.00000000  1
  Zn  Zn1  1  0.50000000  0.00000000  0.50000000  1
  Pd  Pd2  1  0.00000000  0.50000000  0.50000000  1
  Pd  Pd3  1  0.00000000  -0.00000000  -0.00000000  1
"
2,False,mp-894,ZnPt,Tetragonal,P4/mmm,123,4,0.0,-0.5652836399999991,True,56.803590526447756,15.229981029964447,0.0,False,True,NM,0.0,,,,,,,0.482,,,,,,,,,"# generated using pymatgen
data_ZnPt
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.49456488
_cell_length_b   4.03172907
_cell_length_c   4.03172907
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   ZnPt
_chemical_formula_sum   'Zn2 Pt2'
_cell_volume   56.80359053
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Zn  Zn0  1  0.50000000  0.50000000  0.00000000  1
  Zn  Zn1  1  0.50000000  0.00000000  0.50000000  1
  Pt  Pt2  1  -0.00000000  0.50000000  0.50000000  1
  Pt  Pt3  1  -0.00000000  0.00000000  0.00000000  1
"
3,False,mp-429,ZnNi,Tetragonal,P4/mmm,123,4,0.0,-0.254970534999999,True,46.27525794900231,8.906568762336324,0.0,False,True,NM,6e-07,,,,,,,2.099,,,,,,,,,"# generated using pymatgen
data_ZnNi
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.18195338
_cell_length_b   3.81353308
_cell_length_c   3.81353308
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   ZnNi
_chemical_formula_sum   'Zn2 Ni2'
_cell_volume   46.27525795
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Zn  Zn0  1  0.50000000  -0.00000000  0.50000000  1
  Zn  Zn1  1  0.50000000  0.50000000  0.00000000  1
  Ni  Ni2  1  -0.00000000  0.00000000  -0.00000000  1
  Ni  Ni3  1  -0.00000000  0.50000000  0.50000000  1
"
4,False,mp-1873,ZnF2,Tetragonal,P4_2/mnm,136,6,0.0,-2.561514461666667,True,69.29227525209552,4.9560901447029195,3.4592,True,False,NM,0.0,,,,,,,1.258,,,,,,8.135304316666666,5.58018398,2.555120336666666,"# generated using pymatgen
data_ZnF2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.13289021
_cell_length_b   4.70294417
_cell_length_c   4.70294417
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   ZnF2
_chemical_formula_sum   'Zn2 F4'
_cell_volume   69.29227525
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Zn  Zn0  1  0.50000000  0.50000000  0.50000000  1
  Zn  Zn1  1  -0.00000000  0.00000000  -0.00000000  1
  F  F2  1  0.00000000  0.69686162  0.69686162  1
  F  F3  1  0.50000000  0.80313838  0.19686162  1
  F  F4  1  0.00000000  0.30313838  0.30313838  1
  F  F5  1  0.50000000  0.19686162  0.80313838  1
"
5,False,mp-1014231,Hf2Zn,Tetragonal,I4/mmm,139,3,0.0,-0.20263765833333902,True,58.241136116964206,12.042921594000443,0.0,False,True,NM,1e-07,,,,,,,1.499,,,,,,,,,"# generated using pymatgen
data_Hf2Zn
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.22446031
_cell_length_b   3.22446031
_cell_length_c   6.04693341
_cell_angle_alpha   105.43418342
_cell_angle_beta   105.43418342
_cell_angle_gamma   90.08103617
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Hf2Zn
_chemical_formula_sum   'Hf2 Zn1'
_cell_volume   58.24113612
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Hf  Hf0  1  0.65871348  0.65871348  0.31727152  1
  Hf  Hf1  1  0.34128652  0.34128652  0.68272848  1
  Zn  Zn2  1  -0.00000000  0.00000000  0.00000000  1
"
6,False,mp-1014229,Ti2Zn,Tetragonal,I4/mmm,139,3,0.0,-0.156692875555556,True,48.299496011327044,5.540104326272281,0.0,False,True,NM,5e-07,,,,,,,4.593,,,,,,,,,"# generated using pymatgen
data_Ti2Zn
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.02102584
_cell_length_b   3.02102480
_cell_length_c   5.70704478
_cell_angle_alpha   105.34762967
_cell_angle_beta   105.34762978
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Ti2Zn
_chemical_formula_sum   'Ti2 Zn1'
_cell_volume   48.29949601
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ti  Ti0  1  0.66374048  0.66374048  0.32747997  1
  Ti  Ti1  1  0.33625952  0.33625952  0.67252003  1
  Zn  Zn2  1  0.00000000  -0.00000000  0.00000000  1
"
7,False,mp-1018178,Ba2Zn,Tetragonal,I4/mmm,139,3,0.0,-0.144461570000001,True,131.22545232473433,4.30318879913481,0.0,False,True,NM,9.220000000000003e-05,,,,,,,,,,,,,,,,"# generated using pymatgen
data_Ba2Zn
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.15089847
_cell_length_b   4.15089847
_cell_length_c   8.16212552
_cell_angle_alpha   104.73081745
_cell_angle_beta   104.73081745
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Ba2Zn
_chemical_formula_sum   'Ba2 Zn1'
_cell_volume   131.22545232
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ba  Ba0  1  0.62597836  0.62597836  0.25195872  1
  Ba  Ba1  1  0.37402164  0.37402164  0.74804128  1
  Zn  Zn2  1  0.00000000  0.00000000  0.00000000  1
"
8,False,mp-7262,ZnAs2,Monoclinic,P2_1/c,14,24,0.0,-0.148990749583333,True,558.3442182356343,5.121352392989239,0.22409999999999902,True,False,NM,0.0,,,,,,,0.425,,,,,,15.17673015666667,1.712561796666666,13.464168360000002,"# generated using pymatgen
data_ZnAs2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   7.69436264
_cell_length_b   8.02387316
_cell_length_c   9.26330243
_cell_angle_alpha   102.50121340
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   ZnAs2
_chemical_formula_sum   'Zn8 As16'
_cell_volume   558.34421824
_cell_formula_units_Z   8
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Zn  Zn0  1  0.74947005  0.39479191  0.08179493  1
  Zn  Zn1  1  0.24947005  0.10520809  0.91820507  1
  Zn  Zn2  1  0.25052995  0.60520809  0.91820507  1
  Zn  Zn3  1  0.75052995  0.89479191  0.08179493  1
  Zn  Zn4  1  0.10120276  0.22244030  0.38906059  1
  Zn  Zn5  1  0.60120276  0.27755970  0.61093941  1
  Zn  Zn6  1  0.89879724  0.77755970  0.61093941  1
  Zn  Zn7  1  0.39879724  0.72244030  0.38906059  1
  As  As8  1  0.42453292  0.21917896  0.38522487  1
  As  As9  1  0.92453292  0.28082104  0.61477513  1
  As  As10  1  0.57546708  0.78082104  0.61477513  1
  As  As11  1  0.07546708  0.71917896  0.38522487  1
  As  As12  1  0.01261120  0.43245736  0.23798194  1
  As  As13  1  0.51261120  0.06754264  0.76201806  1
  As  As14  1  0.98738880  0.56754264  0.76201806  1
  As  As15  1  0.48738880  0.93245736  0.23798194  1
  As  As16  1  0.49142399  0.43611950  0.24339776  1
  As  As17  1  0.99142399  0.06388050  0.75660224  1
  As  As18  1  0.50857601  0.56388050  0.75660224  1
  As  As19  1  0.00857601  0.93611950  0.24339776  1
  As  As20  1  0.25538677  0.39207944  0.06672323  1
  As  As21  1  0.75538677  0.10792056  0.93327677  1
  As  As22  1  0.74461323  0.60792056  0.93327677  1
  As  As23  1  0.24461323  0.89207944  0.06672323  1
"
9,False,mp-2387,Th2Zn,Tetragonal,I4/mcm,140,6,0.0,-0.16844641499999502,True,161.77532516972116,10.869775424910735,0.0,False,True,NM,2e-07,,,,,,,,,,,,,,,,"# generated using pymatgen
data_Th2Zn
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.55460987
_cell_length_b   6.07261624
_cell_length_c   6.07261760
_cell_angle_alpha   77.81867220
_cell_angle_beta   62.70992910
_cell_angle_gamma   62.70993643
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Th2Zn
_chemical_formula_sum   'Th4 Zn2'
_cell_volume   161.77532517
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Th  Th0  1  0.65802132  0.18404467  0.50012162  1
  Th  Th1  1  0.84197868  0.49987838  0.81595533  1
  Th  Th2  1  0.34197868  0.81595533  0.49987838  1
  Th  Th3  1  0.15802132  0.50012162  0.18404467  1
  Zn  Zn4  1  0.75000000  0.99993186  0.00006814  1
  Zn  Zn5  1  0.25000000  0.00006814  0.99993186  1
"
