
,Synthesizable,Material ID,Formula,Crystal System,Space Group Symbol,Space Group Number,Sites,Energy Above Hull,Formation Energy,Predicted Stable,Volume,Density,Band Gap,Is Gap Direct,Is Metal,Magnetic Ordering,Total Magnetization,"Bulk Modulus, Voigt","Bulk Modulus, Reuss","Bulk Modulus, VRH","Shear Modulus, Voigt","Shear Modulus, Reuss","Shear Modulus, VRH",Elastic Anisotropy,Weighted Surface Energy,Surface Anisotropy,Shape Factor,Work Function,Piezoelectric Modulus,Total Dielectric Constant,Ionic Dielectric Constant,Static Dielectric Constant,Structure
0,False,mp-796336,MnO2,Monoclinic,P2/m,10,18,0.036088028333333,-1.7864398956992351,False,248.3767057538618,3.4873325260826142,0.985,False,False,FM,18.0000006,,,,,,,,,,,,,,,,"# generated using pymatgen
data_MnO2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.85584574
_cell_length_b   9.28245627
_cell_length_c   9.37444329
_cell_angle_alpha   88.12624342
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   MnO2
_chemical_formula_sum   'Mn6 O12'
_cell_volume   248.37670575
_cell_formula_units_Z   6
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Mn  Mn0  1  0.50000000  -0.00000000  0.50000000  1
  Mn  Mn1  1  -0.00000000  0.98692455  0.76479315  1
  Mn  Mn2  1  0.00000000  0.01307545  0.23520685  1
  Mn  Mn3  1  -0.00000000  0.50000000  -0.00000000  1
  Mn  Mn4  1  0.50000000  0.23425885  0.97917618  1
  Mn  Mn5  1  0.50000000  0.76574115  0.02082382  1
  O  O6  1  0.50000000  0.90833587  0.15972981  1
  O  O7  1  0.50000000  0.09166413  0.84027019  1
  O  O8  1  -0.00000000  0.90249873  0.41031140  1
  O  O9  1  -0.00000000  0.09750127  0.58968860  1
  O  O10  1  0.50000000  0.88962032  0.67418023  1
  O  O11  1  0.50000000  0.11037968  0.32581977  1
  O  O12  1  -0.00000000  0.85276670  0.92050531  1
  O  O13  1  -0.00000000  0.14723330  0.07949469  1
  O  O14  1  0.50000000  0.59977096  0.90625716  1
  O  O15  1  0.50000000  0.40022904  0.09374284  1
  O  O16  1  -0.00000000  0.33497506  0.88561705  1
  O  O17  1  -0.00000000  0.66502494  0.11438295  1
"
1,True,mp-1176438,MnF3,Monoclinic,P2_1/m,11,16,0.022263145,-2.742567913232758,False,229.09443434225958,3.245291272983107,0.310999999999999,False,False,FM,16.0000001,,,,,,,,,,,,,,,,"# generated using pymatgen
data_MnF3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   7.80259800
_cell_length_b   5.41834900
_cell_length_c   5.41886508
_cell_angle_alpha   89.99033592
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   MnF3
_chemical_formula_sum   'Mn4 F12'
_cell_volume   229.09443434
_cell_formula_units_Z   4
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Mn  Mn0  1  0.00000000  0.00000000  0.00000000  1
  Mn  Mn1  1  0.50000000  0.00000000  0.00000000  1
  Mn  Mn2  1  0.00000000  0.50000000  0.50000000  1
  Mn  Mn3  1  0.50000000  0.50000000  0.50000000  1
  F  F4  1  0.25000000  0.01300900  0.99929800  1
  F  F5  1  0.50783100  0.30891300  0.20668700  1
  F  F6  1  0.99216900  0.30891300  0.20668700  1
  F  F7  1  0.00643800  0.79375400  0.30856200  1
  F  F8  1  0.49356200  0.79375400  0.30856200  1
  F  F9  1  0.75000000  0.51398900  0.50365000  1
  F  F10  1  0.25000000  0.48601100  0.49635000  1
  F  F11  1  0.50643800  0.20624600  0.69143800  1
  F  F12  1  0.99356200  0.20624600  0.69143800  1
  F  F13  1  0.00783100  0.69108700  0.79331300  1
  F  F14  1  0.49216900  0.69108700  0.79331300  1
  F  F15  1  0.75000000  0.98699100  0.00070200  1
"
2,True,mp-672389,MnTe,Monoclinic,P2_1/m,11,8,0.09356448426724001,-0.5179042929741401,False,205.1119776535918,5.911142944079177,0.0,False,True,FM,14.8976144,,,,,,,,,,,,,,,,"# generated using pymatgen
data_MnTe
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.22239400
_cell_length_b   7.14725500
_cell_length_c   7.14853070
_cell_angle_alpha   71.94724826
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   MnTe
_chemical_formula_sum   'Mn4 Te4'
_cell_volume   205.11197765
_cell_formula_units_Z   4
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Mn  Mn0  1  0.25000000  0.29850600  0.47519800  1
  Mn  Mn1  1  0.25000000  0.11662500  0.88200600  1
  Mn  Mn2  1  0.75000000  0.88337500  0.11799400  1
  Mn  Mn3  1  0.75000000  0.70149400  0.52480200  1
  Te  Te4  1  0.75000000  0.49772500  0.25080800  1
  Te  Te5  1  0.25000000  0.00354500  0.28048600  1
  Te  Te6  1  0.25000000  0.50227500  0.74919200  1
  Te  Te7  1  0.75000000  0.99645500  0.71951400  1
"
3,False,mp-615138,MnF2,Tetragonal,P-42m,111,12,0.054658780833334,-2.912308335977011,False,146.87398703662893,4.202839577300487,3.283,False,False,FM,20.0009302,,,,,,,,,,,,1.5492899999999992,44.469016280000005,41.93992725333334,2.529089026666666,"# generated using pymatgen
data_MnF2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.28400300
_cell_length_b   5.28398901
_cell_length_c   5.26041401
_cell_angle_alpha   90.00494453
_cell_angle_beta   90.00171688
_cell_angle_gamma   90.00016261
_symmetry_Int_Tables_number   1
_chemical_formula_structural   MnF2
_chemical_formula_sum   'Mn4 F8'
_cell_volume   146.87398704
_cell_formula_units_Z   4
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Mn  Mn0  1  0.50000000  0.50003900  0.99997500  1
  Mn  Mn1  1  0.00006500  0.00003800  0.00000100  1
  Mn  Mn2  1  0.99994000  0.49998100  0.49998400  1
  Mn  Mn3  1  0.50001200  0.99996300  0.50003700  1
  F  F4  1  0.27682200  0.72318600  0.75984500  1
  F  F5  1  0.72315900  0.27683300  0.75987600  1
  F  F6  1  0.78193800  0.78192400  0.73082600  1
  F  F7  1  0.21808600  0.21811000  0.73071900  1
  F  F8  1  0.72318000  0.72316500  0.24019100  1
  F  F9  1  0.78190600  0.21806300  0.26922800  1
  F  F10  1  0.21808600  0.78190000  0.26922800  1
  F  F11  1  0.27680500  0.27679700  0.24009100  1
"
4,True,mp-1210567,MnZn13,Monoclinic,C2/m,12,14,0.014834107142855001,-0.018656289963055,False,201.1641455610551,7.472561093164602,0.0,False,True,FM,2.4662089,,,,,,,,,,,,,,,,"# generated using pymatgen
data_MnZn13
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.13162181
_cell_length_b   6.53432918
_cell_length_c   6.53432977
_cell_angle_alpha   69.27404490
_cell_angle_beta   80.96982540
_cell_angle_gamma   80.96982457
_symmetry_Int_Tables_number   1
_chemical_formula_structural   MnZn13
_chemical_formula_sum   'Mn1 Zn13'
_cell_volume   201.16414556
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Mn  Mn0  1  0.50000000  -0.00000000  -0.00000000  1
  Zn  Zn1  1  0.19673432  0.99640000  0.35727503  1
  Zn  Zn2  1  0.80326568  0.00360000  0.64272497  1
  Zn  Zn3  1  0.80326568  0.64272497  0.00360000  1
  Zn  Zn4  1  0.19673432  0.35727503  0.99640000  1
  Zn  Zn5  1  0.32412600  0.22189243  0.61950322  1
  Zn  Zn6  1  0.67587400  0.77810757  0.38049678  1
  Zn  Zn7  1  0.67587400  0.38049678  0.77810757  1
  Zn  Zn8  1  0.32412600  0.61950322  0.22189243  1
  Zn  Zn9  1  -0.00000000  -0.00000000  -0.00000000  1
  Zn  Zn10  1  0.06712618  0.61249953  0.61249953  1
  Zn  Zn11  1  0.93287382  0.38750047  0.38750047  1
  Zn  Zn12  1  0.36308371  0.77868341  0.77868341  1
  Zn  Zn13  1  0.63691629  0.22131659  0.22131659  1
"
5,False,mp-644514,MnO2,Monoclinic,C2/m,12,18,0.0,-1.8225279240325691,True,173.18380507009397,5.001461680242682,0.540999999999999,False,False,FiM,8e-07,,,,,,,,,,,,,,,,"# generated using pymatgen
data_MnO2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.85692487
_cell_length_b   8.88865391
_cell_length_c   6.97240585
_cell_angle_alpha   87.95775817
_cell_angle_beta   101.82871927
_cell_angle_gamma   89.99192439
_symmetry_Int_Tables_number   1
_chemical_formula_structural   MnO2
_chemical_formula_sum   'Mn6 O12'
_cell_volume   173.18380507
_cell_formula_units_Z   6
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Mn  Mn0  1  0.34298813  0.26024942  0.68026836  1
  Mn  Mn1  1  0.34346528  0.75947429  0.68173574  1
  Mn  Mn2  1  0.65998789  0.24174788  0.31613516  1
  Mn  Mn3  1  0.66006027  0.74226316  0.31679547  1
  Mn  Mn4  1  0.00189299  0.00176274  0.99729192  1
  Mn  Mn5  1  0.00355582  0.50060520  0.99848541  1
  O  O6  1  0.56286545  0.09823790  0.11984895  1
  O  O7  1  0.56468156  0.59664708  0.12217777  1
  O  O8  1  0.44177187  0.40360271  0.87608446  1
  O  O9  1  0.44166265  0.90374802  0.87723607  1
  O  O10  1  0.10234862  0.34876620  0.19975649  1
  O  O11  1  0.10304945  0.84994840  0.20203161  1
  O  O12  1  0.90123814  0.15274533  0.79625630  1
  O  O13  1  0.90244572  0.65265019  0.79895652  1
  O  O14  1  0.22837109  0.14327891  0.45176482  1
  O  O15  1  0.22891333  0.64376333  0.45358659  1
  O  O16  1  0.77507484  0.35861153  0.54472537  1
  O  O17  1  0.77547491  0.85749569  0.54624600  1
"
6,True,mp-758601,MnF3,Monoclinic,C2/m,12,8,0.09177825624999801,-2.673052801982759,False,118.23938638545569,3.143953090369681,1.3373,False,False,FM,7.9999689,,,,,,,,,,,,,,,,"# generated using pymatgen
data_MnF3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.24184132
_cell_length_b   5.24184132
_cell_length_c   4.77170269
_cell_angle_alpha   89.55632073
_cell_angle_beta   89.55632073
_cell_angle_gamma   115.58870689
_symmetry_Int_Tables_number   1
_chemical_formula_structural   MnF3
_chemical_formula_sum   'Mn2 F6'
_cell_volume   118.23938639
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Mn  Mn0  1  0.33014200  0.66985800  0.50000000  1
  Mn  Mn1  1  0.66985800  0.33014200  0.50000000  1
  F  F2  1  0.35044000  0.97748600  0.28445400  1
  F  F3  1  0.97748600  0.35044000  0.28445400  1
  F  F4  1  0.62033000  0.62033000  0.28180900  1
  F  F5  1  0.37967000  0.37967000  0.71819100  1
  F  F6  1  0.02251400  0.64956000  0.71554600  1
  F  F7  1  0.64956000  0.02251400  0.71554600  1
"
7,True,mp-1397283,MnS2,Tetragonal,I-42d,122,6,0.30849353500000004,-0.49101037170258605,False,140.9669198002631,2.8051565656160102,0.0,False,True,FM,0.1439548,,,,,,,,,,,,,,,,"# generated using pymatgen
data_MnS2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.12305989
_cell_length_b   6.12305989
_cell_length_c   6.12305989
_cell_angle_alpha   127.25730087
_cell_angle_beta   127.25730087
_cell_angle_gamma   77.83129931
_symmetry_Int_Tables_number   1
_chemical_formula_structural   MnS2
_chemical_formula_sum   'Mn2 S4'
_cell_volume   140.96691980
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Mn  Mn0  1  0.75000000  0.25000000  0.50000000  1
  Mn  Mn1  1  0.00000000  0.00000000  0.00000000  1
  S  S2  1  0.87500000  0.92886200  0.55386200  1
  S  S3  1  0.07113800  0.62500000  0.94613800  1
  S  S4  1  0.37500000  0.32113800  0.44613800  1
  S  S5  1  0.67886200  0.12500000  0.05386200  1
"
8,False,mp-1001836,MnGa,Tetragonal,P4/mmm,123,2,0.0,-0.27264122224137904,True,26.997041075057332,7.667674940011587,0.0,False,True,FM,2.8425022,,,,,,,,,,,,,,,,"# generated using pymatgen
data_MnGa
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.68382886
_cell_length_b   2.68382886
_cell_length_c   3.74805996
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   MnGa
_chemical_formula_sum   'Mn1 Ga1'
_cell_volume   26.99704108
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Mn  Mn0  1  0.50000000  0.50000000  0.50000000  1
  Ga  Ga1  1  0.00000000  -0.00000000  0.00000000  1
"
9,True,mp-1221542,MnO2,Tetragonal,P4/mmm,123,3,0.44465982805555704,-1.377868095977011,False,31.61432818711691,4.566348099982005,0.0,False,True,FiM,2.9985855,,,,,,,,,,,,,,,,"# generated using pymatgen
data_MnO2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.92099700
_cell_length_b   2.92099700
_cell_length_c   3.70528600
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   MnO2
_chemical_formula_sum   'Mn1 O2'
_cell_volume   31.61432819
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Mn  Mn0  1  0.00000000  0.00000000  0.00000000  1
  O  O1  1  0.00000000  0.00000000  0.50000000  1
  O  O2  1  0.50000000  0.50000000  0.00000000  1
"
