Unnamed: 0,Synthesizable,Material ID,Formula,Crystal System,Space Group Symbol,Space Group Number,Sites,Energy Above Hull,Formation Energy,Predicted Stable,Volume,Density,Band Gap,Is Gap Direct,Is Metal,Magnetic Ordering,Total Magnetization,"Bulk Modulus, Voigt","Bulk Modulus, Reuss","Bulk Modulus, VRH","Shear Modulus, Voigt","Shear Modulus, Reuss","Shear Modulus, VRH",Elastic Anisotropy,Weighted Surface Energy,Surface Anisotropy,Shape Factor,Work Function,Piezoelectric Modulus,Total Dielectric Constant,Ionic Dielectric Constant,Static Dielectric Constant,Structure
0,True,mp-1023497,Mg15C,Hexagonal,P-6m2,187,16,0.27725512953125,0.27725512953125,False,341.9087045882059,1.8289539236096952,0.0,False,True,NM,0.0043494,,,,,,,,,,,,,,,,"# generated using pymatgen
data_Mg15C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.30586674
_cell_length_b   6.30586674
_cell_length_c   9.92864500
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   120.00000773
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Mg15C
_chemical_formula_sum   'Mg15 C1'
_cell_volume   341.90870459
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Mg  Mg0  1  0.00000000  0.00000000  0.00000000  1
  Mg  Mg1  1  0.99060400  0.49530200  0.50000000  1
  Mg  Mg2  1  0.00556100  0.50278100  0.00000000  1
  Mg  Mg3  1  0.50469800  0.49530200  0.50000000  1
  Mg  Mg4  1  0.49721900  0.50278100  0.00000000  1
  Mg  Mg5  1  0.50469800  0.00939600  0.50000000  1
  Mg  Mg6  1  0.49721900  0.99443900  0.00000000  1
  Mg  Mg7  1  0.15942200  0.31884300  0.26860700  1
  Mg  Mg8  1  0.15942200  0.31884300  0.73139300  1
  Mg  Mg9  1  0.15942200  0.84057800  0.26860700  1
  Mg  Mg10  1  0.15942200  0.84057800  0.73139300  1
  Mg  Mg11  1  0.68115700  0.84057800  0.26860700  1
  Mg  Mg12  1  0.68115700  0.84057800  0.73139300  1
  Mg  Mg13  1  0.66666700  0.33333300  0.24719900  1
  Mg  Mg14  1  0.66666700  0.33333300  0.75280100  1
  C  C15  1  0.00000000  0.00000000  0.50000000  1
"
1,False,mp-28793,Mg2C3,Orthorhombic,Pnnm,58,10,0.172386741499998,0.1723867415,False,127.68046923405105,2.201613364553335,1.6533,False,False,NM,0.0004191,,,,,,,1.109,,,,,,,,,"# generated using pymatgen
data_Mg2C3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.74218800
_cell_length_b   5.29149700
_cell_length_c   6.44793000
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Mg2C3
_chemical_formula_sum   'Mg4 C6'
_cell_volume   127.68046923
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Mg  Mg0  1  0.50000000  0.89159800  0.20852600  1
  Mg  Mg1  1  0.50000000  0.10840200  0.79147400  1
  Mg  Mg2  1  0.00000000  0.39159800  0.29147400  1
  Mg  Mg3  1  0.00000000  0.60840200  0.70852600  1
  C  C4  1  0.50000000  0.70656500  0.88204200  1
  C  C5  1  0.50000000  0.29343500  0.11795800  1
  C  C6  1  0.00000000  0.20656500  0.61795800  1
  C  C7  1  0.00000000  0.79343500  0.38204200  1
  C  C8  1  0.00000000  0.00000000  0.50000000  1
  C  C9  1  0.50000000  0.50000000  0.00000000  1
"
2,True,mp-1016240,Mg3C,Tetragonal,P4mm,99,4,0.6844076006249991,0.6844076006249991,False,75.39738493953561,1.870389042291632,0.0,False,True,NM,0.0002901,,,,,,,,,,,,,,,,"# generated using pymatgen
data_Mg3C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.89505800
_cell_length_b   3.89505800
_cell_length_c   4.96968000
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Mg3C
_chemical_formula_sum   'Mg3 C1'
_cell_volume   75.39738494
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Mg  Mg0  1  0.50000000  0.00000000  0.82789700  1
  Mg  Mg1  1  0.50000000  0.50000000  0.30146400  1
  Mg  Mg2  1  0.00000000  0.50000000  0.82789700  1
  C  C3  1  0.00000000  0.00000000  0.03834100  1
"
3,True,mp-1185780,Mg3C,Hexagonal,P6_3/mmc,194,8,0.5820263106249991,0.5820263106249991,False,160.55436332434985,1.7566939906013,0.0,False,True,NM,0.0013337,,,,,,,,,,,,,,,,"# generated using pymatgen
data_Mg3C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   7.74944368
_cell_length_b   7.74944368
_cell_length_c   3.08709800
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   119.99999727
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Mg3C
_chemical_formula_sum   'Mg6 C2'
_cell_volume   160.55436332
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Mg  Mg0  1  0.21062100  0.42124200  0.25000000  1
  Mg  Mg1  1  0.57875800  0.78937900  0.25000000  1
  Mg  Mg2  1  0.21062100  0.78937900  0.25000000  1
  Mg  Mg3  1  0.78937900  0.21062100  0.75000000  1
  Mg  Mg4  1  0.42124200  0.21062100  0.75000000  1
  Mg  Mg5  1  0.78937900  0.57875800  0.75000000  1
  C  C6  1  0.66666700  0.33333300  0.25000000  1
  C  C7  1  0.33333300  0.66666700  0.75000000  1
"
4,True,mp-1016272,Mg7C,Hexagonal,P-6m2,187,8,0.5467097403125001,0.5467097403125001,False,157.17334582019433,1.924372412414103,0.0,False,True,NM,8.44e-05,,,,,,,,,,,,,,,,"# generated using pymatgen
data_Mg7C
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.09134877
_cell_length_b   6.09134877
_cell_length_c   4.89126700
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   120.00000836
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Mg7C
_chemical_formula_sum   'Mg7 C1'
_cell_volume   157.17334582
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Mg  Mg0  1  0.49921300  0.99842700  0.00000000  1
  Mg  Mg1  1  0.49921300  0.50078700  0.00000000  1
  Mg  Mg2  1  0.00157300  0.50078700  0.00000000  1
  Mg  Mg3  1  0.32101600  0.16050800  0.50000000  1
  Mg  Mg4  1  0.83949200  0.16050800  0.50000000  1
  Mg  Mg5  1  0.83949200  0.67898400  0.50000000  1
  Mg  Mg6  1  0.33333300  0.66666700  0.50000000  1
  C  C7  1  0.00000000  0.00000000  0.00000000  1
"
5,True,mp-1185851,MgC,Cubic,Pm-3m,221,2,1.23619640125,1.23619640125,False,22.045483267395905,2.7354192171469203,0.0,False,True,NM,0.0002688,,,,,,,,,,,,,,,,"# generated using pymatgen
data_MgC
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.80396900
_cell_length_b   2.80396900
_cell_length_c   2.80396900
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   MgC
_chemical_formula_sum   'Mg1 C1'
_cell_volume   22.04548327
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Mg  Mg0  1  0.00000000  0.00000000  0.00000000  1
  C  C1  1  0.50000000  0.50000000  0.50000000  1
"
6,False,mp-29771,MgC2,Tetragonal,P4_2/mnm,136,6,0.430231046666667,0.430231046666667,False,77.84167138175896,2.061823024189152,2.5620000000000003,False,False,NM,0.0,,,,,,,4.013,,,,,,,,,"# generated using pymatgen
data_MgC2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.95077700
_cell_length_b   3.95077700
_cell_length_c   4.98708900
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   MgC2
_chemical_formula_sum   'Mg2 C4'
_cell_volume   77.84167138
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Mg  Mg0  1  0.50000000  0.50000000  0.00000000  1
  Mg  Mg1  1  0.00000000  0.00000000  0.50000000  1
  C  C2  1  0.88765500  0.88765500  0.00000000  1
  C  C3  1  0.61234500  0.38765500  0.50000000  1
  C  C4  1  0.11234500  0.11234500  0.00000000  1
  C  C5  1  0.38765500  0.61234500  0.50000000  1
"
0,True,mp-1244962,MgO,Triclinic,P1,1,80,0.329301713125,-2.709007456874999,False,943.6781145213016,2.836858446794562,2.202499999999999,False,False,NM,0.006162399999999,,,,,,,,,,,,,,,,"# generated using pymatgen
data_MgO
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   10.36242297
_cell_length_b   9.00632613
_cell_length_c   10.17451277
_cell_angle_alpha   96.13607717
_cell_angle_beta   88.32727291
_cell_angle_gamma   90.70177381
_symmetry_Int_Tables_number   1
_chemical_formula_structural   MgO
_chemical_formula_sum   'Mg40 O40'
_cell_volume   943.67811452
_cell_formula_units_Z   40
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Mg  Mg0  1  0.25049000  0.59038900  0.74896100  1
  Mg  Mg1  1  0.99265200  0.58000800  0.92130100  1
  Mg  Mg2  1  0.92582100  0.31926300  0.06729500  1
  Mg  Mg3  1  0.44083700  0.64504200  0.28443600  1
  Mg  Mg4  1  0.58938200  0.63834800  0.06483500  1
  Mg  Mg5  1  0.43415300  0.77813100  0.89439200  1
  Mg  Mg6  1  0.39497800  0.08120100  0.05483600  1
  Mg  Mg7  1  0.69632900  0.62475900  0.81799100  1
  Mg  Mg8  1  0.51991900  0.12020900  0.77504800  1
  Mg  Mg9  1  0.90839700  0.98462500  0.85350800  1
  Mg  Mg10  1  0.11609100  0.25537100  0.84940200  1
  Mg  Mg11  1  0.48372700  0.41966800  0.80007200  1
  Mg  Mg12  1  0.85957400  0.69458900  0.58142300  1
  Mg  Mg13  1  0.47684000  0.29423800  0.30362600  1
  Mg  Mg14  1  0.77474300  0.28779700  0.79024300  1
  Mg  Mg15  1  0.01279900  0.58845600  0.27778200  1
  Mg  Mg16  1  0.73530700  0.97197500  0.61141800  1
  Mg  Mg17  1  0.67105600  0.99741200  0.97593600  1
  Mg  Mg18  1  0.74519300  0.10609600  0.23331500  1
  Mg  Mg19  1  0.21441900  0.97799300  0.31818200  1
  Mg  Mg20  1  0.50722400  0.51419200  0.56418800  1
  Mg  Mg21  1  0.98847400  0.99409200  0.15467900  1
  Mg  Mg22  1  0.44703600  0.80808600  0.62292400  1
  Mg  Mg23  1  0.22636300  0.74341000  0.10203500  1
  Mg  Mg24  1  0.95635000  0.31761500  0.38696900  1
  Mg  Mg25  1  0.84285100  0.75026500  0.09002500  1
  Mg  Mg26  1  0.22503600  0.44803600  0.51197600  1
  Mg  Mg27  1  0.47354700  0.01733600  0.41661900  1
  Mg  Mg28  1  0.28906500  0.16082500  0.58161400  1
  Mg  Mg29  1  0.01832000  0.08999800  0.54912700  1
  Mg  Mg30  1  0.54803300  0.32853000  0.04897500  1
  Mg  Mg31  1  0.73557400  0.48999000  0.31371000  1
  Mg  Mg32  1  0.98234900  0.42599100  0.66356800  1
  Mg  Mg33  1  0.28855300  0.42918000  0.03137700  1
  Mg  Mg34  1  0.22479600  0.74423600  0.43700000  1
  Mg  Mg35  1  0.16831600  0.92600400  0.92007500  1
  Mg  Mg36  1  0.70785100  0.82172800  0.36159300  1
  Mg  Mg37  1  0.11203200  0.85393700  0.66914800  1
  Mg  Mg38  1  0.18437300  0.25839000  0.24166700  1
  Mg  Mg39  1  0.69113800  0.25762700  0.51493900  1
  O  O40  1  0.83103000  0.90355600  0.23695200  1
  O  O41  1  0.40761800  0.27195600  0.91941500  1
  O  O42  1  0.63901000  0.45947300  0.93888600  1
  O  O43  1  0.66454600  0.05114400  0.42314100  1
  O  O44  1  0.61324900  0.30197500  0.69194000  1
  O  O45  1  0.66281700  0.77356400  0.55052400  1
  O  O46  1  0.44207400  0.02922400  0.61171700  1
  O  O47  1  0.13155000  0.75573200  0.27062700  1
  O  O48  1  0.51488300  0.63798400  0.74962100  1
  O  O49  1  0.86688700  0.59125800  0.74436500  1
  O  O50  1  0.18517000  0.55766900  0.92722700  1
  O  O51  1  0.82802200  0.30433500  0.24845800  1
  O  O52  1  0.35517900  0.40923700  0.65309700  1
  O  O53  1  0.13730700  0.28636400  0.05686300  1
  O  O54  1  0.00088000  0.82348300  0.97752900  1
  O  O55  1  0.37492100  0.62607400  0.47912500  1
  O  O56  1  0.12800200  0.27896200  0.62620100  1
  O  O57  1  0.41157700  0.42494900  0.18247100  1
  O  O58  1  0.11963300  0.62287100  0.61109100  1
  O  O59  1  0.40450800  0.67647100  0.05608300  1
  O  O60  1  0.28252600  0.80929700  0.78010800  1
  O  O61  1  0.72683200  0.06773700  0.79708300  1
  O  O62  1  0.37974100  0.85322400  0.32698800  1
  O  O63  1  0.92018200  0.55373400  0.10500200  1
  O  O64  1  0.49371700  0.97936900  0.91046900  1
  O  O65  1  0.33515600  0.17712200  0.37277900  1
  O  O66  1  0.87525300  0.25620700  0.56229000  1
  O  O67  1  0.91895300  0.90694700  0.62750400  1
  O  O68  1  0.56567600  0.15085100  0.14974000  1
  O  O69  1  0.17970000  0.95654000  0.51875500  1
  O  O70  1  0.63418800  0.65022700  0.24787000  1
  O  O71  1  0.05614200  0.11775000  0.31833300  1
  O  O72  1  0.23302300  0.97403500  0.09900300  1
  O  O73  1  0.85162500  0.09254000  0.03655300  1
  O  O74  1  0.59898100  0.39657200  0.42048400  1
  O  O75  1  0.12224000  0.43353200  0.35078000  1
  O  O76  1  0.69678200  0.77765900  0.97287200  1
  O  O77  1  0.94605400  0.35186100  0.85955900  1
  O  O78  1  0.08749400  0.04293100  0.80155200  1
  O  O79  1  0.88052400  0.56728800  0.41820900  1
"
1,True,mp-1245039,MgO,Triclinic,P1,1,80,0.254344622249999,-2.78396454775,False,911.7270595806996,2.9362748446515363,1.9229,False,False,NM,0.0032762,,,,,,,,,,,,,,,,"# generated using pymatgen
data_MgO
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   9.74147727
_cell_length_b   10.46111231
_cell_length_c   8.98087555
_cell_angle_alpha   87.32552168
_cell_angle_beta   92.03941530
_cell_angle_gamma   86.39794205
_symmetry_Int_Tables_number   1
_chemical_formula_structural   MgO
_chemical_formula_sum   'Mg40 O40'
_cell_volume   911.72705958
_cell_formula_units_Z   40
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Mg  Mg0  1  0.54955400  0.76809400  0.11645900  1
  Mg  Mg1  1  0.24008400  0.61944900  0.68070700  1
  Mg  Mg2  1  0.84902200  0.39036700  0.95841900  1
  Mg  Mg3  1  0.54200500  0.87196800  0.55528800  1
  Mg  Mg4  1  0.35778200  0.38784700  0.54270000  1
  Mg  Mg5  1  0.22658400  0.76870500  0.10354300  1
  Mg  Mg6  1  0.53839600  0.31889900  0.86370200  1
  Mg  Mg7  1  0.54266200  0.60267300  0.70419400  1
  Mg  Mg8  1  0.21765900  0.18053600  0.40845800  1
  Mg  Mg9  1  0.78873400  0.87633400  0.67631400  1
  Mg  Mg10  1  0.24455000  0.35247100  0.83714200  1
  Mg  Mg11  1  0.23944300  0.89163100  0.55520500  1
  Mg  Mg12  1  0.95038500  0.62994000  0.65930000  1
  Mg  Mg13  1  0.05427100  0.94576300  0.25480400  1
  Mg  Mg14  1  0.08820200  0.56632200  0.96809700  1
  Mg  Mg15  1  0.89912600  0.63415300  0.19967400  1
  Mg  Mg16  1  0.03859700  0.22003600  0.13595000  1
  Mg  Mg17  1  0.87720700  0.89303200  0.98211100  1
  Mg  Mg18  1  0.74364500  0.63988000  0.89400200  1
  Mg  Mg19  1  0.36719200  0.96623500  0.26318700  1
  Mg  Mg20  1  0.85163300  0.11500000  0.46303500  1
  Mg  Mg21  1  0.72566500  0.89012000  0.29506400  1
  Mg  Mg22  1  0.57397800  0.03245300  0.94064700  1
  Mg  Mg23  1  0.39354800  0.55547300  0.97556300  1
  Mg  Mg24  1  0.67497200  0.35854300  0.61369000  1
  Mg  Mg25  1  0.69151000  0.24766900  0.14613100  1
  Mg  Mg26  1  0.08514200  0.69370100  0.39659000  1
  Mg  Mg27  1  0.39880500  0.83035800  0.83277200  1
  Mg  Mg28  1  0.35582100  0.27560300  0.12585100  1
  Mg  Mg29  1  0.56060400  0.13288200  0.48210100  1
  Mg  Mg30  1  0.56565600  0.50229400  0.23565400  1
  Mg  Mg31  1  0.24668600  0.49793800  0.25306400  1
  Mg  Mg32  1  0.02994300  0.32976600  0.67805300  1
  Mg  Mg33  1  0.83386600  0.38114400  0.37930500  1
  Mg  Mg34  1  0.36814400  0.11427000  0.70021400  1
  Mg  Mg35  1  0.07643000  0.85813200  0.80145500  1
  Mg  Mg36  1  0.38321600  0.70106700  0.39161200  1
  Mg  Mg37  1  0.72338100  0.63502300  0.43573900  1
  Mg  Mg38  1  0.23674900  0.03975400  0.97023200  1
  Mg  Mg39  1  0.85425300  0.16091600  0.81130300  1
  O  O40  1  0.69571700  0.91467600  0.07440500  1
  O  O41  1  0.53205300  0.37636700  0.08300100  1
  O  O42  1  0.08647400  0.49582300  0.75234300  1
  O  O43  1  0.02376500  0.11258300  0.35244900  1
  O  O44  1  0.39534200  0.74911500  0.61413500  1
  O  O45  1  0.25912400  0.56400500  0.46399600  1
  O  O46  1  0.52767400  0.83543300  0.33507900  1
  O  O47  1  0.69148600  0.71882600  0.62054900  1
  O  O48  1  0.22571300  0.84293500  0.33275400  1
  O  O49  1  0.89470500  0.75179100  0.82755000  1
  O  O50  1  0.10422300  0.63306400  0.18532900  1
  O  O51  1  0.89479200  0.55384800  0.00985400  1
  O  O52  1  0.37490500  0.04365800  0.47297500  1
  O  O53  1  0.23830800  0.42718600  0.03775400  1
  O  O54  1  0.23356200  0.12491800  0.17129800  1
  O  O55  1  0.91615300  0.55376700  0.44578600  1
  O  O56  1  0.23786900  0.96827000  0.75798900  1
  O  O57  1  0.69733100  0.45739900  0.79656000  1
  O  O58  1  0.39336600  0.47456900  0.76090900  1
  O  O59  1  0.37852200  0.18949400  0.91411100  1
  O  O60  1  0.07735700  0.92051500  0.03511100  1
  O  O61  1  0.69486800  0.18689500  0.94012800  1
  O  O62  1  0.38887200  0.90487100  0.04926800  1
  O  O63  1  0.91671900  0.81660000  0.29447700  1
  O  O64  1  0.54090500  0.68179100  0.91129800  1
  O  O65  1  0.68956100  0.21732200  0.35714100  1
  O  O66  1  0.90424100  0.99173400  0.77643100  1
  O  O67  1  0.71415800  0.98004700  0.49270200  1
  O  O68  1  0.39927000  0.62447500  0.18858700  1
  O  O69  1  0.08928000  0.76362300  0.60335000  1
  O  O70  1  0.69689700  0.64203900  0.21569500  1
  O  O71  1  0.21569800  0.26215300  0.62699200  1
  O  O72  1  0.87053100  0.32736500  0.17475400  1
  O  O73  1  0.53270600  0.96403400  0.74780100  1
  O  O74  1  0.61997700  0.48061900  0.45128700  1
  O  O75  1  0.32481400  0.32650100  0.33579100  1
  O  O76  1  0.23514800  0.69753900  0.89598200  1
  O  O77  1  0.51733600  0.25304000  0.63999200  1
  O  O78  1  0.00164700  0.25859400  0.90251200  1
  O  O79  1  0.85990900  0.26812100  0.59521000  1
"
2,True,mp-1245045,MgO,Triclinic,P1,1,80,0.315693535999999,-2.7226156340000003,False,961.6202339036048,2.783927725155665,2.8658,False,False,NM,0.001742799999999,,,,,,,,,,,,,,,,"# generated using pymatgen
data_MgO
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   9.79490492
_cell_length_b   9.75943183
_cell_length_c   10.06863539
_cell_angle_alpha   91.47733468
_cell_angle_beta   88.38553096
_cell_angle_gamma   88.97787389
_symmetry_Int_Tables_number   1
_chemical_formula_structural   MgO
_chemical_formula_sum   'Mg40 O40'
_cell_volume   961.62023390
_cell_formula_units_Z   40
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Mg  Mg0  1  0.48552100  0.72599600  0.14568500  1
  Mg  Mg1  1  0.15838900  0.48957400  0.84926700  1
  Mg  Mg2  1  0.70960400  0.51510400  0.94225600  1
  Mg  Mg3  1  0.50501900  0.00771400  0.69732100  1
  Mg  Mg4  1  0.22209000  0.41075700  0.48073100  1
  Mg  Mg5  1  0.21708400  0.61699400  0.15217900  1
  Mg  Mg6  1  0.64127800  0.26127800  0.82357800  1
  Mg  Mg7  1  0.59607000  0.45759800  0.60431300  1
  Mg  Mg8  1  0.03389000  0.19453800  0.33677300  1
  Mg  Mg9  1  0.99550200  0.80062500  0.42032400  1
  Mg  Mg10  1  0.93748400  0.35367900  0.02639100  1
  Mg  Mg11  1  0.19742800  0.06630500  0.54901200  1
  Mg  Mg12  1  0.04309300  0.56402500  0.61365400  1
  Mg  Mg13  1  0.17441200  0.78946600  0.95664100  1
  Mg  Mg14  1  0.93244200  0.67617800  0.87143300  1
  Mg  Mg15  1  0.90435600  0.71349300  0.17061900  1
  Mg  Mg16  1  0.82076200  0.10154100  0.98357600  1
  Mg  Mg17  1  0.68928100  0.87677600  0.94928700  1
  Mg  Mg18  1  0.52617100  0.69227800  0.78386500  1
  Mg  Mg19  1  0.32079100  0.98245200  0.26983400  1
  Mg  Mg20  1  0.81626500  0.31544000  0.46625500  1
  Mg  Mg21  1  0.71342100  0.98509400  0.31216100  1
  Mg  Mg22  1  0.39147000  0.97472300  0.95291100  1
  Mg  Mg23  1  0.41922600  0.46380100  0.96850800  1
  Mg  Mg24  1  0.75061400  0.64199700  0.43607100  1
  Mg  Mg25  1  0.54901600  0.14900300  0.10151900  1
  Mg  Mg26  1  0.26612400  0.71162000  0.37264500  1
  Mg  Mg27  1  0.23404100  0.77066000  0.64110900  1
  Mg  Mg28  1  0.29270500  0.27920200  0.21243600  1
  Mg  Mg29  1  0.44925900  0.18276500  0.43600800  1
  Mg  Mg30  1  0.68025800  0.40958600  0.19242200  1
  Mg  Mg31  1  0.47007700  0.48099100  0.35238300  1
  Mg  Mg32  1  0.97966300  0.28280400  0.73683200  1
  Mg  Mg33  1  0.02454200  0.46905600  0.27141500  1
  Mg  Mg34  1  0.33656800  0.30161400  0.71038700  1
  Mg  Mg35  1  0.02143200  0.99663700  0.81383700  1
  Mg  Mg36  1  0.52409300  0.82119100  0.49301500  1
  Mg  Mg37  1  0.76397500  0.79292000  0.67406600  1
  Mg  Mg38  1  0.18262300  0.16875100  0.98472700  1
  Mg  Mg39  1  0.81985800  0.07358900  0.60393000  1
  O  O40  1  0.70191100  0.00773100  0.10986500  1
  O  O41  1  0.72694400  0.29392700  0.00612600  1
  O  O42  1  0.94560900  0.46854500  0.86393800  1
  O  O43  1  0.84831500  0.12511800  0.39264000  1
  O  O44  1  0.55034100  0.45332000  0.80694100  1
  O  O45  1  0.42734700  0.37760700  0.52665400  1
  O  O46  1  0.41667500  0.82729700  0.67888000  1
  O  O47  1  0.90466700  0.69596500  0.56137200  1
  O  O48  1  0.47509600  0.68675100  0.34725600  1
  O  O49  1  0.10491100  0.69610200  0.77414600  1
  O  O50  1  0.06559000  0.66660900  0.27855900  1
  O  O51  1  0.86161200  0.50761000  0.14824900  1
  O  O52  1  0.37220400  0.12658100  0.61892700  1
  O  O53  1  0.28709700  0.32531100  0.90653900  1
  O  O54  1  0.29217100  0.80343000  0.17549300  1
  O  O55  1  0.21654200  0.60836300  0.52690400  1
  O  O56  1  0.20439800  0.97562900  0.88957100  1
  O  O57  1  0.73457300  0.69480800  0.85229300  1
  O  O58  1  0.14851100  0.38406700  0.67469800  1
  O  O59  1  0.34221000  0.10428100  0.10646000  1
  O  O60  1  0.97855600  0.79847500  0.01610300  1
  O  O61  1  0.54018500  0.09665800  0.87613100  1
  O  O62  1  0.50425700  0.99473300  0.35715800  1
  O  O63  1  0.80671800  0.80109000  0.32447400  1
  O  O64  1  0.50245700  0.80709500  0.96192000  1
  O  O65  1  0.50778400  0.29102300  0.24716800  1
  O  O66  1  0.01922600  0.09423400  0.64168000  1
  O  O67  1  0.66819200  0.94717500  0.58288700  1
  O  O68  1  0.56145800  0.53819900  0.08903000  1
  O  O69  1  0.18099600  0.88255500  0.46524000  1
  O  O70  1  0.62474100  0.65755800  0.59751400  1
  O  O71  1  0.23440200  0.16738200  0.37547900  1
  O  O72  1  0.07895400  0.28721400  0.16068400  1
  O  O73  1  0.81980100  0.96837800  0.81732500  1
  O  O74  1  0.68832100  0.45124400  0.39838700  1
  O  O75  1  0.27111400  0.47195500  0.27888100  1
  O  O76  1  0.26659400  0.60057700  0.97085200  1
  O  O77  1  0.76239600  0.27773700  0.65734500  1
  O  O78  1  0.99105000  0.18175800  0.91642500  1
  O  O79  1  0.00465400  0.38121700  0.44134500  1
"
